,carat,cut,color,clarity,depth,table,price,x,y,z
42573,0.5,Fair,G,VS1,60.3,66.0,1327,5.13,5.09,3.08
42574,0.59,Good,E,SI2,57.4,62.0,1327,5.53,5.49,3.16
42575,0.51,Very Good,H,VS2,60.1,59.8,1328,5.14,5.19,3.1
42576,0.53,Good,E,SI1,57.8,57.0,1328,5.33,5.29,3.07
42577,0.62,Premium,F,SI2,61.7,60.0,1329,5.48,5.45,3.37
42578,0.43,Ideal,H,VS1,61.2,55.0,1329,4.87,4.9,2.99
42579,0.51,Ideal,G,SI1,61.3,55.0,1329,5.18,5.22,3.19
42580,0.53,Ideal,G,SI1,62.4,55.0,1329,5.21,5.18,3.24
42581,0.59,Ideal,J,VS1,58.7,56.0,1330,5.52,5.48,3.23
42582,0.51,Very Good,E,SI1,63.0,58.0,1330,4.99,5.08,3.17
42583,0.52,Ideal,E,SI1,61.4,57.0,1330,5.15,5.18,3.17
42584,0.45,Ideal,D,VS1,62.3,56.0,1330,4.88,4.91,3.05
42585,0.52,Very Good,E,SI1,63.0,54.0,1330,5.11,5.15,3.23
42586,0.35,Ideal,D,VVS1,60.8,55.0,1330,4.58,4.6,2.79
42587,0.35,Ideal,D,VVS1,60.6,56.0,1330,4.58,4.59,2.78
42588,0.58,Ideal,G,SI1,61.4,55.0,1330,5.38,5.41,3.31
42589,0.54,Premium,F,SI1,61.8,60.0,1330,5.22,5.2,3.22
42590,0.65,Very Good,H,SI2,62.0,56.0,1331,5.53,5.56,3.44
42591,0.5,Very Good,E,SI1,62.7,55.0,1331,5.06,5.09,3.18
42592,0.5,Very Good,E,SI1,60.9,58.0,1331,5.1,5.14,3.12
42593,0.5,Very Good,E,SI1,61.9,53.0,1331,5.14,5.16,3.19
42594,0.31,Very Good,D,IF,62.0,56.0,1331,4.33,4.35,2.69
42595,0.5,Ideal,E,SI1,62.2,57.0,1331,5.05,5.08,3.15
42596,0.5,Ideal,E,SI1,62.8,57.0,1331,5.05,5.08,3.18
42597,0.5,Ideal,E,SI1,59.7,62.0,1331,5.16,5.19,3.09
42598,0.5,Ideal,E,SI1,59.1,61.0,1331,5.16,5.19,3.06
42599,0.5,Good,E,SI1,58.5,59.0,1331,5.2,5.23,3.05
42600,0.32,Premium,H,VS2,59.5,58.0,505,4.47,4.5,2.67
42601,0.32,Ideal,I,VS1,60.9,56.0,505,4.44,4.46,2.71
42602,0.32,Good,I,VS1,63.2,54.0,505,4.38,4.42,2.78
42603,0.36,Ideal,I,VS2,61.8,55.0,505,4.58,4.61,2.84
42604,0.32,Very Good,I,VS1,62.4,56.0,505,4.31,4.37,2.71
42605,0.32,Premium,H,VS2,60.7,60.0,505,4.39,4.41,2.67
42606,0.32,Very Good,I,VS1,59.8,60.0,505,4.44,4.46,2.66
42607,0.36,Premium,E,SI2,60.6,59.0,505,4.57,4.61,2.78
42608,0.32,Very Good,H,VS2,60.6,58.0,505,4.44,4.47,2.7
42609,0.32,Premium,I,VS1,62.0,58.0,505,4.37,4.4,2.72
42610,0.32,Ideal,H,VS2,62.1,56.0,505,4.37,4.42,2.73
42611,0.32,Very Good,H,VS2,62.8,55.0,505,4.38,4.41,2.76
42612,0.36,Premium,I,VS2,62.7,59.0,505,4.54,4.58,2.86
42613,0.32,Premium,I,VS1,61.3,58.0,505,4.35,4.39,2.68
42614,0.32,Good,H,VS2,63.1,55.0,505,4.33,4.36,2.74
42615,0.36,Very Good,E,SI2,62.6,57.0,505,4.5,4.54,2.83
42616,0.32,Ideal,H,VS2,62.0,55.0,505,4.39,4.42,2.73
42617,0.32,Premium,I,VS1,61.0,60.0,505,4.42,4.47,2.71
42618,0.32,Premium,H,VS2,62.5,59.0,505,4.33,4.38,2.72
42619,0.32,Ideal,H,VS2,62.5,55.0,505,4.38,4.42,2.75
42620,0.32,Ideal,I,VS1,62.3,57.0,505,4.37,4.42,2.74
42621,0.32,Very Good,H,VS2,63.0,57.0,505,4.35,4.38,2.75
42622,0.3,Very Good,G,VS2,61.8,60.0,505,4.29,4.25,2.64
42623,0.32,Premium,H,VS2,61.7,59.0,505,4.35,4.4,2.7
42624,0.32,Very Good,H,VS2,60.7,61.0,505,4.39,4.41,2.67
42625,0.36,Ideal,H,SI1,62.3,57.0,505,4.54,4.58,2.84
42626,0.32,Premium,H,VS2,60.6,58.0,505,4.44,4.47,2.7
42627,0.32,Very Good,H,VS2,62.3,57.0,505,4.37,4.39,2.73
42628,0.32,Ideal,H,VS2,61.3,55.0,505,4.4,4.44,2.71
42629,0.32,Ideal,H,VS2,62.0,57.0,505,4.35,4.39,2.71
42630,0.51,Ideal,H,SI1,62.1,55.0,1331,5.17,5.15,3.2
42631,0.53,Good,E,SI1,64.1,54.0,1332,5.11,5.16,3.29
42632,0.58,Premium,H,SI1,58.4,59.0,1332,5.51,5.48,3.21
42633,0.58,Premium,H,SI1,59.7,57.0,1332,5.47,5.41,3.25
42634,0.58,Premium,H,SI1,62.1,55.0,1332,5.38,5.35,3.33
42635,0.58,Very Good,H,SI1,63.3,56.0,1332,5.34,5.31,3.37
42636,0.58,Ideal,F,SI2,62.0,57.0,1332,5.35,5.32,3.31
42637,0.5,Ideal,D,SI2,62.4,56.0,1332,5.1,5.06,3.17
42638,0.5,Ideal,D,SI2,62.5,55.0,1332,5.14,5.07,3.19
42639,0.5,Ideal,D,SI2,61.6,57.0,1332,5.13,5.1,3.15
42640,0.5,Ideal,H,VS2,61.2,56.0,1332,5.18,5.14,3.16
42641,0.5,Ideal,F,SI1,61.5,55.0,1332,5.16,5.12,3.16
42642,0.5,Premium,F,SI1,60.1,59.0,1332,5.17,5.14,3.1
42643,0.5,Fair,H,VS2,56.3,65.0,1332,5.24,5.21,2.94
42644,0.5,Premium,H,VS2,60.9,59.0,1332,5.14,5.11,3.12
42645,0.4,Ideal,E,VVS1,61.7,57.0,1333,4.7,4.74,2.91
42646,0.4,Ideal,E,VVS1,62.6,56.0,1333,4.7,4.73,2.95
42647,0.4,Very Good,E,VVS1,61.2,61.0,1333,4.7,4.74,2.89
42648,0.4,Ideal,E,VVS1,61.5,56.0,1333,4.7,4.73,2.9
42649,0.5,Good,F,VS2,63.6,58.0,1333,5.02,5.05,3.2
42650,0.4,Premium,G,IF,59.8,58.0,1333,4.79,4.85,2.88
42651,0.4,Ideal,G,IF,61.4,55.0,1333,4.76,4.79,2.93
42652,0.4,Very Good,E,VVS1,62.8,57.0,1333,4.65,4.71,2.94
42653,0.4,Premium,G,IF,60.8,58.0,1333,4.73,4.77,2.89
42654,0.4,Premium,E,VVS1,61.4,59.0,1333,4.68,4.74,2.89
42655,0.38,Ideal,F,IF,62.2,55.0,1333,4.64,4.66,2.89
42656,0.4,Ideal,E,VVS1,61.5,56.0,1333,4.75,4.78,2.93
42657,0.5,Very Good,F,VS2,60.6,59.0,1333,5.03,5.13,3.08
42658,0.5,Good,D,SI1,63.8,60.0,1333,5.0,5.03,3.2
42659,0.4,Ideal,E,VVS1,62.4,57.0,1333,4.67,4.72,2.93
42660,0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
42661,0.57,Ideal,D,SI2,62.3,53.0,1333,5.32,5.34,3.32
42662,0.39,Ideal,E,IF,61.3,56.0,1333,4.71,4.75,2.9
42663,0.39,Ideal,E,IF,61.1,57.0,1333,4.73,4.76,2.9
42664,0.62,Good,E,SI2,59.4,65.0,1333,5.54,5.48,3.27
42665,0.56,Ideal,F,SI1,61.5,55.0,1334,5.3,5.34,3.27
42666,0.44,Ideal,E,VVS2,60.7,57.0,1334,4.92,4.9,2.98
42667,0.44,Premium,E,VVS2,60.0,59.0,1334,4.99,4.95,2.98
42668,0.44,Ideal,E,VVS2,61.8,56.0,1334,4.93,4.88,3.03
42669,0.44,Ideal,E,VVS2,60.9,57.0,1334,4.95,4.9,3.0
42670,0.44,Ideal,E,VVS2,61.9,56.0,1334,4.91,4.88,3.03
42671,0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1
42672,0.85,Fair,J,I1,65.5,59.0,1334,5.95,5.82,3.86
42673,0.89,Fair,H,I1,58.8,66.0,1334,6.21,6.09,3.62
42674,0.53,Premium,G,VS2,59.9,60.0,1335,5.24,5.28,3.15
42675,0.53,Ideal,F,SI2,60.3,56.0,1335,5.25,5.3,3.18
42676,0.49,Very Good,D,VS2,64.0,53.0,1336,4.94,4.99,3.18
42677,0.53,Very Good,G,SI1,61.6,57.0,1336,5.18,5.21,3.2
42678,0.41,Ideal,G,IF,62.1,57.0,1336,4.77,4.76,2.96
42679,0.58,Good,E,SI1,59.3,64.0,1336,5.48,5.42,3.23
42680,0.58,Very Good,G,VS2,63.2,58.0,1336,5.36,5.28,3.36
42681,0.44,Very Good,E,VVS2,59.6,59.0,1337,4.98,4.99,2.97
42682,0.5,Very Good,H,VS2,62.9,58.0,1337,5.08,5.1,3.2
42683,0.5,Very Good,H,VS2,62.3,57.0,1337,5.03,5.12,3.16
42684,0.5,Very Good,H,VS2,62.3,56.0,1337,5.06,5.11,3.17
42685,0.5,Very Good,E,SI1,61.1,55.0,1337,5.1,5.15,3.13
42686,0.5,Very Good,D,SI1,63.5,57.0,1337,5.04,5.1,3.22
42687,0.45,Ideal,E,VVS2,61.9,56.0,1337,4.91,4.95,3.05
42688,0.52,Ideal,F,SI1,60.4,56.0,1337,5.31,5.29,3.2
42689,0.5,Ideal,E,SI1,60.6,59.0,1337,5.13,5.16,3.12
42690,0.5,Ideal,E,SI1,61.6,57.0,1337,5.08,5.11,3.14
42691,0.5,Ideal,E,SI1,61.9,60.0,1337,5.06,5.09,3.14
42692,0.54,Good,H,VS2,63.2,55.0,1338,5.2,5.24,3.3
42693,0.54,Ideal,H,VS2,60.1,57.0,1338,5.28,5.33,3.19
42694,0.54,Very Good,H,VS2,62.6,58.0,1338,5.16,5.19,3.24
42695,0.46,Ideal,H,VVS1,62.4,53.4,1338,4.95,5.01,3.1
42696,0.6,Ideal,D,SI2,61.3,59.0,1338,5.42,5.48,3.34
42697,0.52,Premium,F,SI1,59.5,59.0,1338,5.31,5.24,3.14
42698,0.52,Very Good,G,SI1,63.3,55.0,1338,5.1,5.07,3.22
42699,0.52,Good,G,SI1,63.6,56.0,1338,5.09,5.07,3.23
42700,0.52,Very Good,G,SI1,63.3,57.0,1338,5.11,5.08,3.22
42701,0.52,Premium,G,SI1,59.6,62.0,1338,5.23,5.18,3.1
42702,0.52,Premium,G,SI1,62.8,61.0,1338,5.14,5.11,3.22
42703,0.52,Good,F,SI1,63.8,56.0,1338,5.12,5.07,3.25
42704,0.52,Premium,F,SI1,58.6,61.0,1338,5.3,5.28,3.1
42705,0.56,Very Good,F,SI1,63.3,56.0,1338,5.26,5.22,3.32
42706,0.52,Ideal,G,SI1,62.6,56.0,1338,5.16,5.13,3.22
42707,0.5,Good,F,VS2,65.3,57.0,1339,4.93,4.97,3.23
42708,0.57,Very Good,G,SI1,61.9,59.0,1340,5.28,5.31,3.28
42709,0.56,Premium,G,SI1,60.2,59.0,1340,5.34,5.36,3.22
42710,0.56,Ideal,F,SI1,61.4,57.0,1340,5.28,5.3,3.25
42711,0.56,Very Good,G,SI1,58.8,59.0,1340,5.38,5.4,3.17
42712,0.56,Ideal,G,SI1,62.5,56.0,1340,5.21,5.28,3.28
42713,0.56,Good,F,SI1,63.2,56.0,1340,5.24,5.29,3.33
42714,0.54,Ideal,E,SI2,60.6,57.0,1340,5.28,5.25,3.19
42715,0.54,Ideal,E,SI2,60.7,56.0,1340,5.3,5.25,3.2
42716,0.54,Ideal,E,SI2,60.4,57.0,1340,5.33,5.27,3.2
42717,0.51,Fair,E,SI1,55.8,61.0,1340,5.43,5.35,3.01
42718,0.51,Very Good,E,SI1,60.3,63.0,1340,5.13,5.06,3.07
42719,0.51,Premium,E,SI1,58.2,61.0,1340,5.27,5.22,3.05
42720,0.54,Premium,G,SI1,61.1,60.0,1340,5.24,5.2,3.19
42721,0.53,Ideal,I,VVS2,61.2,56.0,1341,5.21,5.28,3.21
42722,0.52,Ideal,E,SI1,62.1,54.0,1341,5.17,5.2,3.22
42723,0.68,Good,J,VS1,61.6,65.0,1341,5.63,5.57,3.45
42724,0.6,Premium,H,SI1,58.9,61.0,1341,5.54,5.5,3.25
42725,0.43,Ideal,G,IF,61.6,57.0,1341,4.84,4.81,2.97
42726,0.37,Ideal,F,VVS1,59.2,57.0,1342,4.71,4.75,2.8
42727,0.58,Ideal,D,SI2,62.7,56.0,1342,5.3,5.32,3.33
42728,0.58,Ideal,D,SI2,61.2,57.0,1342,5.36,5.4,3.29
42729,0.6,Ideal,I,SI1,62.2,58.0,1342,5.37,5.41,3.35
42730,0.52,Very Good,G,SI1,63.1,58.0,1343,5.11,5.13,3.23
42731,0.52,Very Good,E,SI1,61.1,62.0,1343,5.16,5.18,3.16
42732,0.52,Very Good,E,SI1,60.8,56.0,1343,5.17,5.2,3.15
42733,0.51,Ideal,E,SI1,62.0,55.0,1343,5.12,5.14,3.18
42734,0.51,Ideal,E,SI1,61.1,56.0,1343,5.17,5.2,3.17
42735,0.51,Ideal,E,SI1,62.4,55.0,1343,5.09,5.14,3.19
42736,0.51,Very Good,E,SI1,62.8,61.0,1343,5.06,5.07,3.18
42737,0.51,Good,G,VS2,63.9,56.0,1343,5.07,5.1,3.25
42738,0.51,Ideal,E,SI1,62.5,56.0,1343,5.07,5.1,3.18
42739,0.51,Ideal,E,SI1,61.7,55.0,1343,5.13,5.17,3.18
42740,0.51,Very Good,E,SI1,61.0,58.0,1343,5.1,5.13,3.12
42741,0.51,Ideal,E,SI1,62.3,56.0,1343,5.12,5.15,3.2
42742,0.51,Good,E,SI1,63.9,56.0,1343,5.07,5.11,3.25
42743,0.51,Good,G,VS2,63.5,57.0,1343,5.05,5.06,3.21
42744,0.51,Premium,E,SI1,61.8,58.0,1343,5.11,5.15,3.17
42745,0.51,Good,E,SI1,63.5,54.0,1343,5.07,5.1,3.23
42746,0.51,Good,E,SI1,63.2,61.0,1343,5.05,5.08,3.2
42747,0.51,Premium,G,VS2,61.3,59.0,1343,5.11,5.17,3.15
42748,0.51,Good,E,SI1,63.9,54.0,1343,5.05,5.09,3.24
42749,0.51,Very Good,G,VS2,62.6,57.0,1343,5.1,5.15,3.21
42750,0.51,Very Good,H,VS1,62.5,58.0,1343,5.09,5.12,3.19
42751,0.51,Ideal,G,VS2,62.0,56.0,1343,5.11,5.18,3.19
42752,0.58,Ideal,G,SI2,62.2,55.0,1343,5.4,5.36,3.35
42753,0.56,Ideal,I,SI1,61.3,56.0,1343,5.28,5.31,3.25
42754,0.56,Ideal,H,SI1,61.9,58.0,1343,5.27,5.3,3.27
42755,0.54,Very Good,D,SI2,63.2,57.0,1343,5.19,5.16,3.27
42756,0.52,Premium,D,SI1,59.7,60.0,1344,5.26,5.19,3.12
42757,0.46,Very Good,E,VS2,58.9,59.4,1345,5.05,5.1,2.99
42758,0.62,Premium,G,SI2,60.2,61.0,1345,5.49,5.44,3.29
42759,0.56,Ideal,G,SI1,62.5,57.0,1345,5.26,5.23,3.28
42760,0.5,Very Good,F,VS2,63.4,57.0,1345,5.01,4.96,3.16
42761,0.56,Ideal,G,SI1,62.9,56.0,1345,5.27,5.25,3.31
42762,0.56,Premium,G,SI1,62.8,55.0,1345,5.28,5.26,3.31
42763,0.54,Very Good,F,SI1,61.2,55.0,1346,5.23,5.29,3.22
42764,0.57,Very Good,F,SI1,62.0,55.0,1346,5.32,5.37,3.32
42765,0.54,Ideal,I,VVS2,61.7,54.0,1346,5.25,5.29,3.25
42766,0.58,Ideal,E,SI2,62.8,56.0,1346,5.3,5.37,3.35
42767,0.52,Ideal,G,SI1,60.0,56.0,1346,5.24,5.27,3.15
42768,0.51,Ideal,F,SI1,61.9,56.0,1346,5.11,5.16,3.18
42769,0.51,Ideal,D,SI1,62.9,55.0,1346,5.07,5.11,3.2
42770,0.55,Premium,J,SI1,60.5,59.0,1348,5.33,5.28,3.21
42771,0.62,Very Good,F,SI2,63.1,52.0,1348,5.39,5.53,3.45
42772,0.44,Ideal,G,IF,62.2,54.0,1348,4.89,4.92,3.05
42773,0.44,Ideal,G,IF,62.2,53.0,1348,4.9,4.94,3.06
42774,0.5,Good,E,VS2,63.3,64.0,1348,4.98,5.0,3.16
42775,0.5,Fair,F,VS1,62.9,68.0,1348,5.02,4.96,3.14
42776,0.5,Premium,E,SI1,62.4,61.0,1348,5.1,4.98,3.15
42777,0.5,Very Good,H,VS2,62.6,56.0,1349,4.99,5.11,3.16
42778,0.48,Very Good,E,SI1,62.7,58.5,1349,4.99,5.01,3.14
42779,0.41,Very Good,D,VVS1,62.7,56.0,1349,4.74,4.77,2.98
42780,0.41,Premium,D,VVS1,62.2,58.0,1349,4.71,4.77,2.95
42781,0.52,Good,G,VS2,63.3,57.0,1349,5.09,5.11,3.23
42782,0.5,Ideal,H,VS2,61.3,56.0,1349,5.12,5.16,3.15
42783,0.4,Good,F,VVS1,61.9,61.0,1349,4.71,4.73,2.92
42784,0.54,Premium,F,SI1,63.0,57.0,1349,5.23,5.18,3.28
42785,0.51,Good,D,SI1,64.0,58.0,1349,5.06,5.03,3.23
42786,0.51,Premium,F,SI1,59.4,61.0,1349,5.26,5.21,3.11
42787,0.53,Very Good,I,VS1,59.9,58.0,1350,5.24,5.28,3.15
42788,0.54,Ideal,G,SI1,62.4,56.0,1350,5.2,5.22,3.25
42789,0.54,Ideal,G,SI1,61.8,58.0,1350,5.21,5.27,3.24
42790,0.52,Good,F,SI2,58.7,64.0,1350,5.24,5.26,3.08
42791,0.6,Good,G,SI1,65.3,56.0,1350,5.21,5.26,3.42
42792,0.42,Ideal,D,VS1,62.3,57.0,1350,4.8,4.76,2.98
42793,0.42,Ideal,D,VS1,61.4,56.0,1350,4.86,4.82,2.97
42794,0.8,Good,G,I1,63.7,55.0,1350,5.91,5.81,3.73
42795,0.5,Fair,G,VS1,65.8,57.0,1350,5.03,4.91,3.27
42796,0.63,Premium,F,SI2,60.3,61.0,1351,5.55,5.5,3.33
42797,0.5,Very Good,G,VS2,60.9,58.0,1351,5.08,5.1,3.1
42798,0.5,Very Good,G,VS2,62.0,57.0,1351,5.04,5.12,3.15
42799,0.5,Very Good,E,SI1,60.7,58.0,1351,5.09,5.13,3.1
42800,0.53,Ideal,I,VVS2,60.9,56.0,1351,5.26,5.3,3.21
42801,0.4,Ideal,F,VVS2,61.8,55.0,1351,4.71,4.74,2.92
42802,0.49,Premium,E,VS2,58.8,59.0,1351,5.2,5.14,3.04
42803,0.52,Ideal,G,SI1,62.2,54.0,1352,5.18,5.2,3.23
42804,0.53,Good,D,SI2,54.3,65.0,1352,5.46,5.51,2.98
42805,0.59,Ideal,J,VS2,60.8,57.0,1352,5.47,5.42,3.31
42806,0.59,Ideal,I,SI1,61.7,55.0,1352,5.41,5.39,3.33
42807,0.4,Ideal,D,VVS2,60.9,57.0,1353,4.74,4.78,2.9
42808,0.53,Ideal,H,VS2,62.5,54.0,1353,5.17,5.2,3.24
42809,0.53,Ideal,H,VS2,62.3,54.0,1353,5.19,5.21,3.24
42810,0.53,Ideal,H,VS2,62.1,54.0,1353,5.21,5.23,3.24
42811,0.46,Ideal,H,VS1,61.9,55.0,1353,4.95,4.99,3.08
42812,0.47,Good,F,VS1,64.0,60.0,1353,4.96,4.87,3.15
42813,0.52,Very Good,F,SI1,60.3,61.0,1354,5.21,5.27,3.16
42814,0.5,Very Good,D,SI1,63.4,56.0,1354,5.01,5.06,3.19
42815,0.5,Very Good,D,SI1,61.9,62.0,1354,5.03,5.09,3.13
42816,0.5,Very Good,E,SI1,60.7,61.0,1354,5.09,5.13,3.1
42817,0.5,Premium,G,VS2,59.4,60.0,1354,5.14,5.16,3.06
42818,0.5,Very Good,G,VS2,60.3,58.0,1354,5.15,5.19,3.12
42819,0.4,Ideal,D,VVS1,61.5,55.0,1354,4.78,4.82,2.95
42820,0.51,Ideal,H,SI1,61.7,55.0,1354,5.12,5.16,3.17
42821,0.51,Ideal,H,SI1,61.0,57.0,1354,5.17,5.22,3.17
42822,0.52,Ideal,G,SI1,60.4,57.0,1354,5.23,5.27,3.17
42823,0.5,Good,F,VS2,59.7,63.0,1354,5.08,5.1,3.04
42824,0.55,Premium,F,SI1,62.9,58.0,1354,5.26,5.23,3.3
42825,0.53,Good,E,SI1,63.1,56.0,1355,5.15,5.19,3.26
42826,0.57,Ideal,I,VS1,61.6,56.0,1355,5.33,5.35,3.29
42827,0.51,Ideal,E,SI1,60.9,54.0,1355,5.17,5.21,3.16
42828,0.46,Premium,E,VS1,62.0,58.0,1355,4.98,4.95,3.08
42829,0.59,Premium,G,SI1,59.8,58.0,1355,5.48,5.43,3.26
42830,0.54,Very Good,F,SI1,63.0,60.0,1356,5.13,5.12,3.23
42831,0.61,Very Good,I,SI1,63.4,55.0,1356,5.39,5.43,3.43
42832,0.58,Ideal,D,SI2,61.7,54.0,1356,5.4,5.43,3.34
42833,0.58,Ideal,D,SI2,63.4,57.0,1356,5.29,5.34,3.37
42834,0.51,Ideal,E,SI1,61.5,54.0,1356,5.15,5.19,3.18
42835,0.41,Premium,F,VVS1,58.9,58.0,1356,4.87,4.84,2.86
42836,0.41,Ideal,F,VVS1,62.3,53.0,1356,4.8,4.77,2.98
42837,0.41,Premium,F,VVS1,62.1,56.0,1356,4.79,4.78,2.97
42838,0.41,Ideal,F,VVS1,60.9,56.0,1356,4.83,4.79,2.93
42839,0.41,Ideal,F,VVS1,60.3,56.0,1356,4.85,4.8,2.91
42840,0.41,Ideal,F,VVS1,60.7,56.0,1356,4.85,4.81,2.93
42841,0.41,Ideal,F,VVS1,62.1,57.0,1356,4.79,4.75,2.96
42842,0.41,Ideal,F,VVS1,61.8,55.0,1356,4.78,4.76,2.95
42843,0.41,Ideal,F,VVS1,61.9,56.0,1356,4.79,4.77,2.96
42844,0.41,Ideal,F,VVS1,61.7,57.0,1356,4.8,4.77,2.95
42845,0.41,Ideal,F,VVS1,62.3,57.0,1356,4.77,4.73,2.96
42846,0.41,Premium,F,VVS1,61.3,59.0,1356,4.79,4.73,2.92
42847,0.41,Premium,F,VVS1,61.8,59.0,1356,4.77,4.74,2.94
42848,0.41,Ideal,F,VVS1,62.0,55.0,1356,4.78,4.74,2.95
42849,0.41,Ideal,F,VVS1,62.3,55.0,1356,4.79,4.74,2.97
42850,0.41,Ideal,F,VVS1,61.8,57.0,1356,4.79,4.75,2.95
42851,0.41,Ideal,D,VVS2,62.3,57.0,1356,4.76,4.74,2.96
42852,0.41,Premium,D,VVS2,61.8,58.0,1356,4.79,4.75,2.95
42853,0.41,Ideal,D,VVS2,62.3,55.0,1356,4.77,4.76,2.97
42854,0.41,Premium,D,VVS2,61.2,62.0,1356,4.82,4.78,2.94
42855,0.41,Ideal,D,VVS2,62.1,56.0,1356,4.78,4.76,2.96
42856,0.41,Premium,D,VVS2,62.5,58.0,1356,4.75,4.72,2.96
42857,0.54,Premium,G,SI1,60.8,59.0,1356,5.27,5.23,3.19
42858,0.53,Premium,H,VS2,59.1,59.0,1356,5.33,5.26,3.13
42859,0.54,Premium,E,SI1,59.5,61.0,1356,5.31,5.28,3.15
42860,0.5,Very Good,F,VS2,60.8,61.0,1357,5.04,5.09,3.08
42861,0.51,Very Good,E,SI1,60.9,57.0,1357,5.17,5.2,3.16
42862,0.57,Ideal,E,SI2,58.8,57.0,1357,5.49,5.46,3.22
42863,0.52,Ideal,I,VS1,61.5,56.0,1357,5.19,5.16,3.18
42864,0.52,Good,F,SI1,63.6,62.0,1357,5.07,4.96,3.2
42865,0.54,Very Good,E,SI1,60.2,58.0,1358,5.23,5.37,3.19
42866,0.43,Ideal,F,VVS1,62.0,57.0,1358,4.81,4.84,2.99
42867,0.43,Ideal,F,VVS1,62.3,55.0,1358,4.85,4.88,3.03
42868,0.43,Ideal,F,VVS1,61.0,56.0,1358,4.87,4.9,2.98
42869,0.43,Very Good,F,VVS1,61.5,56.0,1358,4.86,4.9,3.0
42870,0.43,Premium,F,VVS1,60.3,58.0,1358,4.88,4.91,2.95
42871,0.43,Ideal,F,VVS1,62.1,55.0,1358,4.81,4.85,3.0
42872,0.55,Ideal,G,SI2,61.6,56.0,1358,5.28,5.31,3.26
42873,0.45,Ideal,G,VVS1,61.5,57.0,1358,4.95,4.91,3.03
42874,0.45,Ideal,G,VVS1,61.7,56.0,1358,4.96,4.93,3.05
42875,0.45,Premium,D,VS1,60.6,59.0,1358,4.98,4.96,3.01
42876,0.56,Fair,E,SI1,64.5,61.0,1358,5.22,5.09,3.33
42877,0.4,Very Good,D,VVS2,61.4,58.3,1359,4.73,4.74,2.9
42878,0.53,Very Good,F,SI1,61.6,57.0,1359,5.16,5.23,3.2
42879,0.53,Ideal,F,SI1,60.3,57.0,1359,5.21,5.24,3.15
42880,0.53,Ideal,F,SI1,62.6,55.0,1359,5.17,5.22,3.25
42881,0.61,Premium,F,SI1,60.4,56.0,1359,5.47,5.43,3.29
42882,0.39,Ideal,G,VVS1,60.7,56.0,1359,4.73,4.77,2.88
42883,0.54,Ideal,H,VS2,61.9,56.0,1359,5.24,5.26,3.25
42884,0.5,Ideal,E,SI2,60.7,56.0,1359,5.16,5.19,3.14
42885,0.58,Ideal,E,SI2,62.4,58.0,1359,5.32,5.35,3.33
42886,0.57,Ideal,D,SI2,61.9,56.0,1359,5.3,5.34,3.3
42887,0.32,Ideal,E,IF,61.4,56.0,1359,4.38,4.42,2.7
42888,0.51,Ideal,D,SI2,59.8,55.0,1359,5.23,5.17,3.11
42889,0.51,Ideal,D,SI2,61.1,56.0,1359,5.18,5.16,3.16
42890,0.51,Premium,D,SI2,62.0,58.0,1359,5.12,5.08,3.16
42891,0.51,Ideal,D,SI2,62.8,57.0,1359,5.12,5.1,3.21
42892,0.51,Ideal,D,SI2,61.9,56.0,1359,5.15,5.1,3.17
42893,0.51,Ideal,D,SI2,62.5,55.0,1359,5.15,5.12,3.21
42894,0.51,Premium,H,VS2,58.5,61.0,1359,5.26,5.23,3.07
42895,0.53,Ideal,F,SI1,61.8,56.0,1360,5.19,5.23,3.22
42896,0.53,Ideal,F,SI1,61.9,55.0,1360,5.19,5.21,3.22
42897,0.56,Very Good,G,SI1,61.8,55.0,1361,5.28,5.33,3.28
42898,0.54,Premium,E,SI1,60.2,58.0,1361,5.27,5.3,3.18
42899,0.54,Good,H,VS1,63.2,58.0,1361,5.12,5.16,3.25
42900,0.54,Good,H,VS1,63.2,60.0,1361,5.13,5.16,3.25
42901,0.59,Good,F,SI1,59.1,58.0,1361,5.46,5.5,3.24
42902,0.51,Good,E,SI1,57.4,62.0,1361,5.29,5.24,3.02
42903,0.59,Very Good,E,SI2,62.9,58.0,1362,5.33,5.39,3.37
42904,0.71,Fair,J,SI2,66.1,58.0,1362,5.53,5.43,3.62
42905,0.5,Good,H,VVS2,61.9,64.3,1362,5.01,5.03,3.11
42906,0.39,Premium,E,VVS1,60.7,58.0,1362,4.73,4.69,2.86
42907,0.39,Premium,G,IF,59.0,60.0,1362,4.78,4.75,2.81
42908,0.51,Very Good,E,SI1,60.8,57.0,1363,5.12,5.17,3.13
42909,0.55,Premium,H,VS2,62.1,58.0,1363,5.24,5.29,3.27
42910,0.55,Ideal,D,SI2,60.9,57.0,1363,5.26,5.29,3.21
42911,0.52,Very Good,J,VVS1,61.7,55.5,1363,5.17,5.19,3.19
42912,0.41,Ideal,E,VVS2,61.6,55.0,1363,4.81,4.84,2.97
42913,0.41,Ideal,E,VVS2,60.5,57.0,1363,4.83,4.86,2.93
42914,0.51,Good,D,SI1,58.7,58.0,1363,5.21,5.25,3.07
42915,0.53,Good,G,SI1,63.8,56.0,1363,5.18,5.14,3.29
42916,0.53,Ideal,F,SI1,62.4,57.0,1363,5.21,5.18,3.24
