PROVINCE,DIVISION,DISTRICT,SUB DIVISION,AREA (sq.km),ALL SEXES (RURAL),MALE (RURAL),FEMALE (RURAL),TRANSGENDER (RURAL),SEX RATIO (RURAL),AVG HOUSEHOLD SIZE (RURAL),POPULATION 1998 (RURAL),ANNUAL GROWTH RATE (RURAL),ALL SEXES (URBAN),MALE (URBAN),FEMALE (URBAN),TRANSGENDER (URBAN),SEX RATIO (URBAN),AVG HOUSEHOLD SIZE (URBAN),POPULATION 1998 (URBAN),ANNUAL GROWTH RATE (URBAN)
KPK,DERA ISMAIL KHAN DIVISION,TANK DISTRICT,TANK TEHSIL,1679,343562,175264,168273,25,104.15,8.98,202475,2.82,47064,24836,22226,2,111.74,8.03,35741,1.46
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,1438,737167,372331,364818,18,102.06,5.96,502487,2.03,245670,130649,115003,18,113.6,6.12,126279,3.56
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,529,301937,150261,151676,0,99.07,6.3,220275,1.67,48315,24616,23699,0,103.87,6.6,31625,2.25
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,ALLAI TEHSIL,804,180502,90363,90127,12,100.26,6.75,121652,2.09,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,BATAGRAM TEHSIL,497,296247,148039,148185,23,99.9,6.97,185626,2.49,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,HARIPUR DISTRICT,GHAZI TEHSIL,595,144917,72137,72780,0,99.12,5.8,113049,1.31,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,HARIPUR DISTRICT,HARIPUR TEHSIL,1130,723498,358270,365211,17,98.1,6.12,496444,2,133100,67795,65275,30,103.86,6.1,82735,2.53
KPK,HAZARA DIVISION,MANSEHRA DISTRICT,BALA KOT TEHSIL,2376,273257,135039,138200,18,97.71,6,214630,1.28,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,MANSEHRA DISTRICT,MANSEHRA TEHSIL,1340,872623,436662,435875,86,100.18,6.51,513599,2.82,144898,73525,71242,131,103.2,6.63,61376,4.62
KPK,HAZARA DIVISION,MANSEHRA DISTRICT,OGHI TEHSIL,409,264964,126750,138192,22,91.72,7.06,188552,1.8,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,TORGHAR DISTRICT,JUDBA TEHSIL,149,96888,49459,47419,10,104.3,6.47,84628,0.71,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,TORGHAR DISTRICT,KHANDER TEHSIL,305,74461,36600,37855,6,96.68,6.51,90054,0.99,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,DASSU TEHSIL,3515,228350,123541,104801,8,117.88,8.28,137519,2.7,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,KANDIA TEHSIL,2088,77101,41799,35302,0,118.4,7.74,46437,2.7,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,PALAS TEHSIL,1410,276325,149477,126843,5,117.84,7.64,166403,2.7,0,0,0,0,0,0,0,0
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,PATTAN TEHSIL,642.1,202935,109826,93109,0,117.95,7.7,122211,2.7,0,0,0,0,0,0,0,0
KPK,KOHAT DIVISION,HANGU DISTRICT,HANGU TEHSIL,669,221598,106089,115490,19,91.86,10.24,132095,2.76,48801,23736,25063,2,94.71,9.4,31022,2.41
KPK,KOHAT DIVISION,HANGU DISTRICT,TALL TEHSIL,428,194711,92527,102174,10,90.56,10.67,118217,2.66,53701,26692,27005,4,98.84,10.06,33195,2.56
KPK,KOHAT DIVISION,KOHAT DISTRICT,KOHAT TEHSIL,1414,620442,303288,317098,56,95.64,8.48,344021,3.15,228555,121144,107367,44,112.83,7.34,126627,3.15
KPK,KOHAT DIVISION,KOHAT DISTRICT,LACHI TEHSIL,1131,102059,50384,51669,6,97.51,7.31,66710,2.26,41371,20966,20405,0,102.75,7.13,25286,2.62
KPK,KOHAT DIVISION,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,1465,155482,75250,80221,11,93.8,9.03,98626,2.42,0,0,0,0,0,0,0,0
KPK,KOHAT DIVISION,KARAK DISTRICT,KARAK TEHSIL,1299,241743,118330,123393,20,95.9,9.14,147865,2.62,51086,25627,25458,1,100.66,9.31,27893,3.23
KPK,KOHAT DIVISION,KARAK DISTRICT,TAKHT-E-NASRATI TEHSIL,607,257051,129108,127932,11,100.92,9.87,156412,2.64,0,0,0,0,0,0,0,0
KPK,MARDAN DIVISION,MARDAN DISTRICT,KATLANG TEHSIL,422,343225,171021,172202,2,99.31,8.14,221546,2.33,0,0,0,0,0,0,0,0
KPK,MARDAN DIVISION,MARDAN DISTRICT,MARDAN TEHSIL,857,1043978,525399,518577,2,101.32,7.82,618091,2.79,359024,184208,174762,54,105.41,7.83,245926,2.01
KPK,MARDAN DIVISION,MARDAN DISTRICT,TAKHT BHAI TEHSIL,353,545974,278978,266992,4,104.49,7,325335,2.76,81198,41516,39682,0,104.62,5.85,49202,2.67
KPK,MARDAN DIVISION,SWABI DISTRICT,LAHOR TEHSIL,318,264463,134329,130119,15,103.24,7.73,159697,2.69,41319,20274,21043,2,96.35,7.59,27861,2.09
KPK,MARDAN DIVISION,SWABI DISTRICT,RAZAR TEHSIL,418,558662,277621,281022,19,98.79,7.67,358024,2.37,26214,13125,13089,0,100.28,7.19,18082,1.97
KPK,MARDAN DIVISION,SWABI DISTRICT,SWABI TEHSIL,389,250916,123384,127520,12,96.76,7.75,155193,2.56,155405,76293,79092,20,96.46,7.49,102813,2.19
KPK,MARDAN DIVISION,SWABI DISTRICT,TOPI TEHSIL,418,275472,143808,131636,28,109.25,7.15,174676,2.42,53026,26994,26029,3,103.71,7.28,30458,2.96
KPK,PESHAWAR DIVISION,CHARSADDA DISTRICT,CHARSADDA TEHSIL,445,659042,336077,322964,1,104.06,7.37,415086,2.46,145801,74897,70901,3,105.64,7.01,112066,1.39
KPK,PESHAWAR DIVISION,CHARSADDA DISTRICT,SHABQADAR TEHSIL,204,288462,144441,144021,0,100.29,7.54,185312,2.35,91490,47300,44189,1,107.04,7.55,55439,2.67
KPK,PESHAWAR DIVISION,CHARSADDA DISTRICT,TANGI TEHSIL,347,393252,198195,195051,6,101.61,7.13,229115,2.88,32913,16741,16172,0,103.52,6.78,25346,1.38
KPK,PESHAWAR DIVISION,NOWSHERA DISTRICT,JEHANGIRA TEHSIL,718,267642,134577,133036,29,101.16,7.84,158059,2.81,86122,44685,41428,9,107.86,7.44,50645,2.83
KPK,PESHAWAR DIVISION,NOWSHERA DISTRICT,PABBI TEHSIL,351,383046,192673,190357,16,101.22,7.6,214967,3.08,55370,28035,27335,0,102.56,7.27,31153,3.07
KPK,PESHAWAR DIVISION,PESHAWAR DISTRICT,PESHAWAR TEHSIL,1257,2297375,1172995,1124167,213,104.34,8.74,1044035,4.23,1969823,1025010,944401,412,108.54,7.97,982816,3.72
KPK,MALAKAND DIVISION,BUNER DISTRICT,DAGGAR TEHSIL,762,354809,176595,178195,19,99.1,10.12,197120,3.14,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,BUNER DISTRICT,GAGRA TEHSIL,435,269971,134468,135495,8,99.24,9.59,151877,3.07,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,BUNER DISTRICT,KHADO KHEL TEHSIL,343,118072,58013,60056,3,96.6,8.16,69812,2.8,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,BUNER DISTRICT,MANDANR TEHSIL,325,152608,76796,75809,3,101.3,8.52,87239,2.98,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,CHITRAL DISTRICT,CHITRAL TEHSIL,6458,228548,117356,111181,11,105.55,7.13,154252,2.09,49780,26320,23456,4,112.21,6.95,30622,2.59
KPK,MALAKAND DIVISION,CHITRAL DISTRICT,MASTUJ TEHSIL,8392,169297,81993,87297,7,93.92,7.45,133815,1.24,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,SHANGLA DISTRICT,ALPURI TEHSIL,1105,508361,257321,251029,11,102.51,8.22,297718,2.85,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,SHANGLA DISTRICT,BISHAM TEHSIL,184,105950,54440,51505,5,105.7,8.41,57739,3.24,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,SHANGLA DISTRICT,PURAN TEHSIL,297,145298,74321,70974,3,104.72,9.38,79106,3.25,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,SWAT DISTRICT,BABUZAI TEHSIL,297,267947,138202,129734,11,106.53,8.17,148127,3.16,331377,171504,159823,50,107.31,8.01,173868,3.45
KPK,MALAKAND DIVISION,SWAT DISTRICT,BARIKOT TEHSIL,419,89758,45747,44009,2,103.95,8.26,99975,0.56,94019,47326,46688,5,101.37,7.86,0,0
KPK,MALAKAND DIVISION,SWAT DISTRICT,BEHRAIN TEHSIL,2899,186533,96057,90460,16,106.19,8.39,125247,2.11,61889,31825,30060,4,105.87,7.91,0,0
KPK,MALAKAND DIVISION,SWAT DISTRICT,CHARBAGH TEHSIL,161,126001,64909,61086,6,106.26,8.18,73682,2.86,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,SWAT DISTRICT,KABAL TEHSIL,485,302028,148325,153695,8,96.51,8.84,244142,1.12,117973,60656,57312,5,105.83,8.4,0,0
KPK,MALAKAND DIVISION,SWAT DISTRICT,KHAWAZAKHELA TEHSIL,392,217484,110752,106728,4,103.77,8.18,141193,2.3,48016,25294,22722,0,111.32,8.7,0,0
KPK,MALAKAND DIVISION,SWAT DISTRICT,MATTA TEHSIL,684,423052,209762,213272,18,98.35,8.85,251368,2.77,42547,21588,20955,4,103.02,8.38,0,0
KPK,MALAKAND DIVISION,LOWER DIR DISTRICT,ADENZAI TEHSIL,372,317526,160421,157093,12,102.12,8.51,168830,3.37,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,LOWER DIR DISTRICT,LAL QILA TEHSIL,216,219567,102554,117009,4,87.65,8.79,129305,2.82,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,LOWER DIR DISTRICT,SAMARBAGH TEHSIL,419,378004,190905,187088,11,102.04,10.17,190072,3.68,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,LOWER DIR DISTRICT,TEMERGARA TEHSIL,576,480671,235098,245555,18,95.74,9.18,246514,3.57,40314,20851,19458,5,107.16,8.53,44335,0.5
KPK,MALAKAND DIVISION,UPPER DIR DISTRICT,DIR TEHSIL,2051,395425,195425,199986,14,97.72,8.01,212423,3.32,44100,22661,21437,2,105.71,7.23,22901,3.5
KPK,MALAKAND DIVISION,UPPER DIR DISTRICT,SHARINGAL TEHSIL,1140,185121,91723,93392,6,98.21,7.47,104058,3.07,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,UPPER DIR DISTRICT,WARI TEHSIL,508,322755,156785,165951,19,94.48,8.01,175069,3.27,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,UPPER DIR DISTRICT,MALAKAND PROTECTED AREA,952,650120,325555,324534,31,100.31,7.84,409112,2.46,67686,34885,32799,2,106.36,7.93,43179,2.39
KPK,MALAKAND DIVISION,UPPER DIR DISTRICT,SAM RANI ZAI TEHSIL,280,303644,152141,151491,12,100.43,7.88,191996,2.44,0,0,0,0,0,0,0,0
KPK,MALAKAND DIVISION,UPPER DIR DISTRICT,SWAT RANI ZAI TEHSIL,672,346476,173414,173043,19,100.21,7.81,217116,2.49,67686,34885,32799,2,106.36,7.93,43179,2.39
KPK/FATA,MALAKAND DIVISION,BAJAUR DISTRICT,BAR CHAMER KAND TEHSIL,13,2868,1447,1420,1,101.9,8.43,3247,0.65,0,0,0,0,0,0,0,0
KPK/FATA,MALAKAND DIVISION,BAJAUR DISTRICT,BARANG TEHSIL,159,76493,38312,38179,2,100.35,7.2,50139,2.24,0,0,0,0,0,0,0,0
KPK/FATA,MALAKAND DIVISION,BAJAUR DISTRICT,KHAR BAJAUR TEHSIL,238,246875,126965,119894,16,105.9,8.85,116196,4.04,0,0,0,0,0,0,0,0
KPK/FATA,MALAKAND DIVISION,BAJAUR DISTRICT,MAMUND TEHSIL,250,311373,159978,151380,15,105.68,8.66,168283,3.29,0,0,0,0,0,0,0,0
KPK/FATA,MALAKAND DIVISION,BAJAUR DISTRICT,NAWAGAI TEHSIL,216,78494,40578,37910,6,107.04,10.03,57264,1.67,0,0,0,0,0,0,0,0
KPK/FATA,MALAKAND DIVISION,BAJAUR DISTRICT,SALARZAI TEHSIL,220,267636,134539,133083,14,101.09,9.12,141750,3.4,0,0,0,0,0,0,0,0
KPK/FATA,MALAKAND DIVISION,BAJAUR DISTRICT,UTMAN KHEL TEHSIL,194,107248,54217,53029,2,102.24,9.71,58348,3.25,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,FR BANNU DISTRICT,FR BANNU,745,43112,22286,20826,0,107.01,9.74,19593,4.23,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,FR D.I.KHAN DISTRICT,FR D.I.KHAN,2008,68506,35356,33146,4,106.67,9.56,38990,3.01,0,0,0,0,0,0,0,0
KPK/FATA,KOHAT DIVISION,FR KOHAT DISTRICT,FR KOHAT,446,118839,59983,58851,5,101.92,8.09,88456,1.56,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,FR LAKKI MARWAT DISTRICT,FR LAKKI MARWAT,132,26394,13685,12709,0,107.68,7.84,6987,7.23,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,FR PESHAWAR DISTRICT,FR PESHAWAR,261,64761,31676,33081,4,95.75,8.98,53841,0.97,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,KHYBER DISTRICT,BARA TEHSIL,1430,443449,224995,218433,21,103,8.28,286184,2.33,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,KHYBER DISTRICT,JAMRUD TEHSIL,311,163829,83502,80312,15,103.97,8.41,64149,5.05,63728,33133,30582,13,108.34,8.05,32039,3.68
KPK/FATA,PESHAWAR DIVISION,KHYBER DISTRICT,LANDI KOTAL TEHSIL,679,239323,124173,115127,23,107.86,9.08,122390,3.59,33729,17766,15961,2,111.31,7.86,22324,2.19
KPK/FATA,PESHAWAR DIVISION,KHYBER DISTRICT,MULLA GORI TEHSIL,156,40188,20933,19254,1,108.72,9.41,19644,3.83,0,0,0,0,0,0,0,0
KPK/FATA,KOHAT DIVISION,KURRAM DISTRICT,LOWER KURRAM TEHSIL,940,101386,50128,51248,10,97.81,9.09,64220,2.43,32543,16563,15973,7,103.69,9.36,17103,3.44
KPK/FATA,KOHAT DIVISION,KURRAM DISTRICT,UPPER KURRAM TEHSIL,970,246934,122200,124721,13,97.98,9.38,177529,1.75,5502,2709,2793,0,96.99,7.38,8042,1.97
KPK/FATA,PESHAWAR DIVISION,MOHMAND DISTRICT,AMBAR UTMAN KHEL TEHSIL,273,61951,31413,30538,0,102.87,8.96,30728,3.75,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,MOHMAND DISTRICT,HALIM ZAI TEHSIL,211,78705,40530,38163,12,106.2,8.81,48418,2.59,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,MOHMAND DISTRICT,PINDIALI TEHSIL,454,89711,45952,43752,7,105.03,9.69,51276,2.98,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,MOHMAND DISTRICT,PRANG GHAR TEHSIL,257,36569,18288,18281,0,100.04,8.21,18620,3.61,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,MOHMAND DISTRICT,SAFI TEHSIL,322,98501,50353,48142,6,104.59,11.04,71503,1.7,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,MOHMAND DISTRICT,UPPER MOHMAND TEHSIL,513,51154,25723,25424,7,101.18,8.87,80177,2.33,0,0,0,0,0,0,0,0
KPK/FATA,PESHAWAR DIVISION,MOHMAND DISTRICT,YAKE GHUND TEHSIL,266,57754,29290,28455,9,102.93,9.1,33731,2.87,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,DATTA KHEL TEHSIL,1807,75003,37377,37619,7,99.36,8.47,110006,1.99,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,DOSSALI TEHSIL,250,39945,20770,19173,2,108.33,9.33,20482,3.57,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,GHARYUM TEHSIL,320,11811,6339,5467,5,115.95,6.85,3917,5.97,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,GHULAM KHAN TEHSIL,191,27015,14228,12786,1,111.28,7.56,13251,3.81,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,MIR ALI TEHSIL,605,184986,94496,90481,9,104.44,7.7,93855,3.63,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,MIRAN SHAH TEHSIL,402,96280,48603,47675,2,101.95,9.23,61565,2.38,4364,3267,1097,0,297.81,6.99,5965,1.63
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,RAZMAK TEHSIL,191,15681,8229,7451,1,110.44,6.91,5729,5.43,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,SHEWA TEHSIL,393,39290,19997,19290,3,103.67,9.59,22956,2.86,0,0,0,0,0,0,0,0
KPK/FATA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,SPINWAM TEHSIL,548,46171,24443,21725,3,112.51,12.43,23520,3.61,0,0,0,0,0,0,0,0
KPK/FATA,KOHAT DIVISION,ORAKZAI DISTRICT,CENTRAL TEHSIL,399,59132,29440,29691,1,99.15,8.91,47122,1.2,0,0,0,0,0,0,0,0
KPK/FATA,KOHAT DIVISION,ORAKZAI DISTRICT,ISMAIL ZAI TEHSIL,275,23963,12058,11905,0,101.29,8.28,28843,0.97,0,0,0,0,0,0,0,0
KPK/FATA,KOHAT DIVISION,ORAKZAI DISTRICT,LOWER TEHSIL,565,107323,53767,53550,6,100.41,8.16,65416,2.63,0,0,0,0,0,0,0,0
KPK/FATA,KOHAT DIVISION,ORAKZAI DISTRICT,UPPER TEHSIL,299,63885,32299,31582,4,102.27,7.04,84060,1.43,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,BIRMIL TEHSIL,923,104282,54323,49948,11,108.76,9.44,58512,3.08,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,LADHA TEHSIL,466,110842,57755,53080,7,108.81,6.36,72278,2.27,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,MAKIN TEHSIL,404,58646,30906,27738,2,111.42,6.35,30528,3.49,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,SARAROGHA TEHSIL,813,98180,51479,46694,7,110.25,7.57,72063,1.64,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,SERWEKAI TEHSIL,398,54540,28695,25844,1,111.03,7.2,31472,2.93,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,TIARZA TEHSIL,734,45156,23649,21507,0,109.96,7.99,37708,0.95,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,TOI KHULLA TEHSIL,567,50413,27462,22947,4,119.68,9.34,36508,1.71,0,0,0,0,0,0,0,0
KPK/FATA,DERA ISMAIL KHAN DIVISION,SOUTH WAZIRISTAN DISTRICT,WANA TEHSIL,2315,153156,81342,71796,18,113.3,10.19,90772,2.79,0,0,0,0,0,0,0,0
